ID;Half;Event;Player;Team;"Video time";"Football time";"X coordinate";"Y coordinate";Details
1762;"2nd half";recovery;"4. Alika GETIASHVILI";"GEORGIA NATIONAL TEAM U17";4485.566;4414.3;0.4565;0.4842;"{""body_part"":""head"",""outcome"":""success""}"
1763;"2nd half";pass;"4. Alika GETIASHVILI";"GEORGIA NATIONAL TEAM U17";4485.6;4414.333;0.4595;0.4865;"{""third"":""middle"",""length"":""medium"",""restart"":""no"",""body_part"":""head"",""direction"":""backward"",""inside_pa"":""not_inside_pa"",""outcome"":""success"",""under_pressure"":""not_under_pressure""}"
1764;"2nd half";pass_received;"12. Luka MAMASAKHLISI";"GEORGIA NATIONAL TEAM U17";4490.066;4418.8;0.1946;0.4084;"{""body_part"":""left-foot"",""outcome"":""success"",""under_pressure"":""not_under_pressure""}"
1765;"2nd half";pass;"12. Luka MAMASAKHLISI";"GEORGIA NATIONAL TEAM U17";4490.1;4418.833;0.1917;0.4038;"{""third"":""defensive"",""length"":""medium"",""gk_pass"":""kick-from-hand"",""restart"":""no"",""body_part"":""left-foot"",""direction"":""forward"",""inside_pa"":""not_inside_pa"",""outcome"":""success"",""under_pressure"":""not_under_pressure""}"
1766;"2nd half";pass_received;"13. Davit MACHARASHVILI";"GEORGIA NATIONAL TEAM U17";4492.633;4421.366;0.406;0.4589;"{""body_part"":""right-foot"",""outcome"":""success"",""under_pressure"":""not_under_pressure""}"
1767;"2nd half";pass;"13. Davit MACHARASHVILI";"GEORGIA NATIONAL TEAM U17";4492.666;4421.4;0.4045;0.4544;"{""third"":""middle"",""length"":""medium"",""restart"":""no"",""body_part"":""right-foot"",""direction"":""backward"",""inside_pa"":""not_inside_pa"",""outcome"":""success"",""under_pressure"":""not_under_pressure""}"
1768;"2nd half";pass_received;"4. Alika GETIASHVILI";"GEORGIA NATIONAL TEAM U17";4494.5;4423.233;0.281;0.2682;"{""body_part"":""left-foot"",""outcome"":""success"",""under_pressure"":""not_under_pressure""}"
1769;"2nd half";pass;"4. Alika GETIASHVILI";"GEORGIA NATIONAL TEAM U17";4495.933;4424.666;0.275;0.2315;"{""third"":""defensive"",""length"":""short"",""restart"":""no"",""body_part"":""right-foot"",""direction"":""sideways"",""inside_pa"":""not_inside_pa"",""outcome"":""success"",""under_pressure"":""not_under_pressure""}"
1770;"2nd half";pass_received;"5. Ioane GOGICHAISHILI";"GEORGIA NATIONAL TEAM U17";4497.133;4425.866;0.3241;0.0683;"{""body_part"":""left-foot"",""outcome"":""success"",""under_pressure"":""not_under_pressure""}"
1771;"2nd half";pass;"5. Ioane GOGICHAISHILI";"GEORGIA NATIONAL TEAM U17";4498.266;4427;0.3479;0.0683;"{""third"":""middle"",""length"":""medium"",""restart"":""no"",""body_part"":""left-foot"",""direction"":""forward"",""inside_pa"":""not_inside_pa"",""outcome"":""success"",""under_pressure"":""not_under_pressure""}"
1772;"2nd half";pass_received;"7. Tornike KVARTSKHELIA";"GEORGIA NATIONAL TEAM U17";4499.533;4428.266;0.5101;0.2131;"{""body_part"":""right-foot"",""outcome"":""success"",""under_pressure"":""under_pressure""}"
1773;"2nd half";tackle;"16. Jako ILVES";"ESTONIA NATIONAL TEAM U17";4500.533;4429.266;0.5598;0.7892;"{""body_part"":""right-foot"",""tackle_type"":""standing"",""outcome"":""success""}"
1774;"2nd half";recovery;"7. Tornike KVARTSKHELIA";"GEORGIA NATIONAL TEAM U17";4502.2;4430.933;0.4685;0.2315;"{""body_part"":""right-foot"",""outcome"":""success""}"
1775;"2nd half";pass;"7. Tornike KVARTSKHELIA";"GEORGIA NATIONAL TEAM U17";4503.966;4432.7;0.5027;0.3142;"{""third"":""middle"",""length"":""long"",""restart"":""no"",""body_part"":""right-foot"",""direction"":""forward"",""inside_pa"":""not_inside_pa"",""outcome"":""fail"",""under_pressure"":""under_pressure""}"
1776;"2nd half";interception;"4. Uku VIIROJA";"ESTONIA NATIONAL TEAM U17";4506.266;4435;0.1863;0.6789;"{""body_part"":""right-foot"",""outcome"":""success"",""under_pressure"":""under_pressure""}"
1777;"2nd half";pass;"4. Uku VIIROJA";"ESTONIA NATIONAL TEAM U17";4509.133;4437.866;0.1506;0.8145;"{""third"":""defensive"",""length"":""medium"",""restart"":""no"",""body_part"":""left-foot"",""direction"":""backward"",""inside_pa"":""not_inside_pa"",""outcome"":""success"",""under_pressure"":""under_pressure""}"
1778;"2nd half";pass_received;"1. Harley OLLIN";"ESTONIA NATIONAL TEAM U17";4511.9;4440.633;0.0583;0.587;"{""body_part"":""left-foot"",""outcome"":""success"",""under_pressure"":""not_under_pressure""}"
1779;"2nd half";pass;"1. Harley OLLIN";"ESTONIA NATIONAL TEAM U17";4512.966;4441.7;0.0702;0.5801;"{""third"":""defensive"",""length"":""medium"",""gk_pass"":""kick-from-hand"",""restart"":""no"",""body_part"":""left-foot"",""direction"":""forward"",""inside_pa"":""not_inside_pa"",""outcome"":""success"",""under_pressure"":""not_under_pressure""}"
1780;"2nd half";pass_received;"16. Jako ILVES";"ESTONIA NATIONAL TEAM U17";4514.033;4442.766;0.2027;0.7662;"{""body_part"":""right-foot"",""outcome"":""success"",""under_pressure"":""not_under_pressure""}"
1781;"2nd half";pass;"16. Jako ILVES";"ESTONIA NATIONAL TEAM U17";4515.433;4444.166;0.231;0.7777;"{""third"":""defensive"",""length"":""medium"",""restart"":""no"",""body_part"":""right-foot"",""direction"":""forward"",""inside_pa"":""not_inside_pa"",""outcome"":""fail"",""under_pressure"":""under_pressure""}"
1782;"2nd half";interception;"17. Saba AVDOEV";"GEORGIA NATIONAL TEAM U17";4516.633;4445.366;0.5875;0.1878;"{""body_part"":""left-foot"",""outcome"":""success"",""under_pressure"":""under_pressure""}"
1783;"2nd half";pass;"17. Saba AVDOEV";"GEORGIA NATIONAL TEAM U17";4516.666;4445.4;0.589;0.1924;"{""third"":""middle"",""length"":""short"",""restart"":""no"",""body_part"":""left-foot"",""direction"":""forward"",""inside_pa"":""not_inside_pa"",""outcome"":""success"",""under_pressure"":""under_pressure""}"
1784;"2nd half";pass_received;"10. Giorgi GOGSADZE";"GEORGIA NATIONAL TEAM U17";4517.466;4446.2;0.6366;0.0913;"{""body_part"":""right-foot"",""outcome"":""success"",""under_pressure"":""under_pressure""}"
1785;"2nd half";pass;"10. Giorgi GOGSADZE";"GEORGIA NATIONAL TEAM U17";4518.3;4447.033;0.6381;0.0936;"{""third"":""middle"",""length"":""short"",""restart"":""no"",""body_part"":""right-foot"",""direction"":""sideways"",""inside_pa"":""not_inside_pa"",""outcome"":""success"",""under_pressure"":""under_pressure""}"
1786;"2nd half";pass_received;"17. Saba AVDOEV";"GEORGIA NATIONAL TEAM U17";4519.7;4448.433;0.6143;0.1763;"{""body_part"":""right-foot"",""outcome"":""success"",""under_pressure"":""not_under_pressure""}"
1787;"2nd half";pass;"17. Saba AVDOEV";"GEORGIA NATIONAL TEAM U17";4520.666;4449.4;0.6083;0.2062;"{""third"":""middle"",""length"":""short"",""restart"":""no"",""body_part"":""right-foot"",""direction"":""sideways"",""inside_pa"":""not_inside_pa"",""outcome"":""success"",""under_pressure"":""not_under_pressure""}"
1788;"2nd half";pass_received;"13. Davit MACHARASHVILI";"GEORGIA NATIONAL TEAM U17";4521.833;4450.566;0.5533;0.3831;"{""body_part"":""right-foot"",""outcome"":""success"",""under_pressure"":""not_under_pressure""}"
1789;"2nd half";pass;"13. Davit MACHARASHVILI";"GEORGIA NATIONAL TEAM U17";4521.866;4450.6;0.5533;0.3831;"{""third"":""middle"",""length"":""medium"",""restart"":""no"",""body_part"":""right-foot"",""direction"":""sideways"",""inside_pa"":""not_inside_pa"",""outcome"":""success"",""under_pressure"":""not_under_pressure""}"
1790;"2nd half";pass_received;"5. Ioane GOGICHAISHILI";"GEORGIA NATIONAL TEAM U17";4523.1;4451.833;0.458;0.1097;"{""body_part"":""right-foot"",""outcome"":""success"",""under_pressure"":""not_under_pressure""}"
1791;"2nd half";pass;"5. Ioane GOGICHAISHILI";"GEORGIA NATIONAL TEAM U17";4524.766;4453.5;0.4774;0.0959;"{""third"":""middle"",""length"":""medium"",""restart"":""no"",""body_part"":""left-foot"",""direction"":""forward"",""inside_pa"":""not_inside_pa"",""outcome"":""success"",""under_pressure"":""not_under_pressure""}"
1792;"2nd half";pass_received;"7. Tornike KVARTSKHELIA";"GEORGIA NATIONAL TEAM U17";4526.466;4455.2;0.6574;0.0316;"{""body_part"":""right-foot"",""outcome"":""success"",""under_pressure"":""not_under_pressure""}"
1793;"2nd half";pass;"7. Tornike KVARTSKHELIA";"GEORGIA NATIONAL TEAM U17";4532.666;4461.4;0.8821;0.0752;"{""cross"":""cross"",""third"":""final"",""length"":""short"",""restart"":""no"",""body_part"":""left-foot"",""direction"":""sideways"",""inside_pa"":""not_inside_pa"",""outcome"":""fail"",""under_pressure"":""under_pressure""}"
1794;"2nd half";recovery;"15. Ron NELTSAS";"ESTONIA NATIONAL TEAM U17";4533.233;4461.966;0.1104;0.7593;"{""body_part"":""head"",""outcome"":""success""}"
1795;"2nd half";pass;"15. Ron NELTSAS";"ESTONIA NATIONAL TEAM U17";4533.266;4462;0.1089;0.7639;"{""third"":""defensive"",""length"":""short"",""restart"":""no"",""body_part"":""head"",""direction"":""forward"",""inside_pa"":""not_inside_pa"",""outcome"":""success"",""under_pressure"":""not_under_pressure""}"
1796;"2nd half";pass_received;"13. Ako HENNO KORRE";"ESTONIA NATIONAL TEAM U17";4534.666;4463.4;0.1818;0.7754;"{""body_part"":""head"",""outcome"":""success"",""under_pressure"":""under_pressure""}"
1797;"2nd half";clearance;"13. Ako HENNO KORRE";"ESTONIA NATIONAL TEAM U17";4534.7;4463.433;0.1833;0.7777;"{""body_part"":""head"",""under_pressure"":""under_pressure""}"
1798;"2nd half";ball_out_of_play;"13. Ako HENNO KORRE";"ESTONIA NATIONAL TEAM U17";4536.6;4465.333;0.1893;0.9868;
1799;"2nd half";pass;"5. Ioane GOGICHAISHILI";"GEORGIA NATIONAL TEAM U17";4542.266;4471;0.8256;0.0086;"{""third"":""final"",""length"":""short"",""restart"":""throw-in"",""body_part"":""hand"",""direction"":""backward"",""inside_pa"":""not_inside_pa"",""outcome"":""success"",""under_pressure"":""not_under_pressure""}"
1800;"2nd half";pass_received;"17. Saba AVDOEV";"GEORGIA NATIONAL TEAM U17";4543.133;4471.866;0.7393;0.0224;"{""body_part"":""right-foot"",""outcome"":""success"",""under_pressure"":""under_pressure""}"
1801;"2nd half";pass;"17. Saba AVDOEV";"GEORGIA NATIONAL TEAM U17";4544.133;4472.866;0.7452;0.0132;"{""third"":""final"",""length"":""short"",""restart"":""no"",""body_part"":""right-foot"",""direction"":""forward"",""inside_pa"":""not_inside_pa"",""outcome"":""success"",""under_pressure"":""under_pressure""}"
1802;"2nd half";pass_received;"7. Tornike KVARTSKHELIA";"GEORGIA NATIONAL TEAM U17";4544.966;4473.7;0.8152;0.0568;"{""body_part"":""left-foot"",""outcome"":""success"",""under_pressure"":""under_pressure""}"
1803;"2nd half";pass;"7. Tornike KVARTSKHELIA";"GEORGIA NATIONAL TEAM U17";4548.9;4477.633;0.9476;0.1556;"{""cross"":""cross"",""third"":""final"",""length"":""medium"",""restart"":""no"",""body_part"":""left-foot"",""direction"":""sideways"",""inside_pa"":""not_inside_pa"",""outcome"":""fail"",""under_pressure"":""under_pressure""}"
1804;"2nd half";pass_received;"10. Giorgi GOGSADZE";"GEORGIA NATIONAL TEAM U17";4549.933;4478.666;0.8643;0.4406;"{""body_part"":""right-foot"",""outcome"":""fail"",""under_pressure"":""under_pressure""}"
1805;"2nd half";recovery;"1. Harley OLLIN";"ESTONIA NATIONAL TEAM U17";4551.366;4480.1;0.0241;0.6008;"{""body_part"":""hand"",""outcome"":""success""}"
1806;"2nd half";pass;"1. Harley OLLIN";"ESTONIA NATIONAL TEAM U17";4555.6;4484.333;0.1536;0.6192;"{""third"":""defensive"",""length"":""medium"",""restart"":""no"",""body_part"":""hand"",""direction"":""forward"",""inside_pa"":""not_inside_pa"",""outcome"":""success"",""under_pressure"":""not_under_pressure""}"
1807;"2nd half";pass_received;"20. Ivan KRASNOV";"ESTONIA NATIONAL TEAM U17";4558;4486.733;0.3515;0.5893;"{""body_part"":""right-foot"",""outcome"":""success"",""under_pressure"":""under_pressure""}"
1808;"2nd half";pass;"20. Ivan KRASNOV";"ESTONIA NATIONAL TEAM U17";4561.2;4489.933;0.5271;0.4262;"{""third"":""middle"",""length"":""medium"",""restart"":""no"",""body_part"":""right-foot"",""direction"":""forward"",""inside_pa"":""not_inside_pa"",""outcome"":""success"",""under_pressure"":""under_pressure""}"
1809;"2nd half";pass_received;"8. Andero KAARES";"ESTONIA NATIONAL TEAM U17";4564.5;4493.233;0.7905;0.2653;"{""body_part"":""right-foot"",""outcome"":""success"",""under_pressure"":""under_pressure""}"
1810;"2nd half";take_on;"8. Andero KAARES";"ESTONIA NATIONAL TEAM U17";4568.766;4497.5;0.972;0.2446;"{""third"":""final"",""outcome"":""fail""}"
1811;"2nd half";take_on_against;"3. Davit TSKVITAIA";"GEORGIA NATIONAL TEAM U17";4568.766;4497.5;0.028;0.7554;"{""outcome"":""success""}"
1812;"2nd half";tackle;"3. Davit TSKVITAIA";"GEORGIA NATIONAL TEAM U17";4569.1;4497.833;0.028;0.776;"{""body_part"":""left-foot"",""tackle_type"":""standing"",""outcome"":""success""}"
1813;"2nd half";recovery;"3. Davit TSKVITAIA";"GEORGIA NATIONAL TEAM U17";4569.9;4498.633;0.031;0.7875;"{""body_part"":""right-foot"",""outcome"":""success""}"
1814;"2nd half";pass;"3. Davit TSKVITAIA";"GEORGIA NATIONAL TEAM U17";4571.566;4500.3;0.0339;0.8243;"{""third"":""defensive"",""length"":""long"",""restart"":""no"",""body_part"":""right-foot"",""direction"":""forward"",""inside_pa"":""not_inside_pa"",""outcome"":""fail"",""under_pressure"":""under_pressure""}"
1815;"2nd half";interception;"4. Uku VIIROJA";"ESTONIA NATIONAL TEAM U17";4574.533;4503.266;0.481;0.2538;"{""body_part"":""left-foot"",""outcome"":""success"",""under_pressure"":""under_pressure""}"
1816;"2nd half";pass;"4. Uku VIIROJA";"ESTONIA NATIONAL TEAM U17";4574.566;4503.3;0.481;0.2561;"{""third"":""middle"",""length"":""medium"",""restart"":""no"",""body_part"":""left-foot"",""direction"":""forward"",""inside_pa"":""not_inside_pa"",""outcome"":""success"",""under_pressure"":""under_pressure""}"
1817;"2nd half";pass_received;"17. Ricardo KRANBERG";"ESTONIA NATIONAL TEAM U17";4577;4505.733;0.6506;0.1343;"{""body_part"":""right-foot"",""outcome"":""success"",""under_pressure"":""under_pressure""}"
1818;"2nd half";pass;"17. Ricardo KRANBERG";"ESTONIA NATIONAL TEAM U17";4577.033;4505.766;0.6521;0.1389;"{""third"":""middle"",""length"":""short"",""restart"":""no"",""body_part"":""right-foot"",""direction"":""backward"",""inside_pa"":""not_inside_pa"",""outcome"":""success"",""under_pressure"":""under_pressure""}"
1819;"2nd half";pass_received;"10. Robert MIHALEVSKY";"ESTONIA NATIONAL TEAM U17";4577.366;4506.1;0.6327;0.1252;"{""body_part"":""right-foot"",""outcome"":""success"",""under_pressure"":""under_pressure""}"
1820;"2nd half";pass;"10. Robert MIHALEVSKY";"ESTONIA NATIONAL TEAM U17";4581.4;4510.133;0.7741;0.2263;"{""third"":""final"",""length"":""medium"",""restart"":""no"",""body_part"":""right-foot"",""direction"":""forward"",""inside_pa"":""not_inside_pa"",""outcome"":""success"",""under_pressure"":""not_under_pressure""}"
1821;"2nd half";pass_received;"8. Andero KAARES";"ESTONIA NATIONAL TEAM U17";4585.833;4514.566;0.9839;0.0378;"{""body_part"":""left-foot"",""outcome"":""success"",""under_pressure"":""not_under_pressure""}"
1822;"2nd half";pass;"8. Andero KAARES";"ESTONIA NATIONAL TEAM U17";4585.866;4514.6;0.9854;0.0447;"{""cross"":""cross"",""third"":""final"",""length"":""medium"",""restart"":""no"",""body_part"":""left-foot"",""direction"":""sideways"",""inside_pa"":""not_inside_pa"",""outcome"":""fail"",""under_pressure"":""not_under_pressure""}"
1823;"2nd half";recovery;"4. Alika GETIASHVILI";"GEORGIA NATIONAL TEAM U17";4587.633;4516.366;0.0607;0.5279;"{""body_part"":""left-foot"",""outcome"":""success""}"
1824;"2nd half";clearance;"4. Alika GETIASHVILI";"GEORGIA NATIONAL TEAM U17";4588.666;4517.4;0.0667;0.5279;"{""body_part"":""left-foot"",""under_pressure"":""under_pressure""}"
1825;"2nd half";recovery;"20. Ivan KRASNOV";"ESTONIA NATIONAL TEAM U17";4590.066;4518.8;0.7577;0.3733;"{""body_part"":""head"",""outcome"":""success""}"
1826;"2nd half";pass;"20. Ivan KRASNOV";"ESTONIA NATIONAL TEAM U17";4590.1;4518.833;0.7592;0.3779;"{""third"":""final"",""length"":""short"",""restart"":""no"",""body_part"":""head"",""direction"":""forward"",""inside_pa"":""not_inside_pa"",""outcome"":""success"",""under_pressure"":""not_under_pressure""}"
1827;"2nd half";pass_received;"10. Robert MIHALEVSKY";"ESTONIA NATIONAL TEAM U17";4591.166;4519.9;0.8307;0.371;"{""body_part"":""right-foot"",""outcome"":""success"",""under_pressure"":""under_pressure""}"
1828;"2nd half";pass;"10. Robert MIHALEVSKY";"ESTONIA NATIONAL TEAM U17";4594.2;4522.933;0.8277;0.3756;"{""third"":""final"",""length"":""short"",""restart"":""no"",""body_part"":""right-foot"",""direction"":""backward"",""inside_pa"":""not_inside_pa"",""outcome"":""success"",""under_pressure"":""under_pressure""}"
1829;"2nd half";pass_received;"20. Ivan KRASNOV";"ESTONIA NATIONAL TEAM U17";4594.7;4523.433;0.7682;0.4078;"{""body_part"":""right-foot"",""outcome"":""success"",""under_pressure"":""not_under_pressure""}"
1830;"2nd half";take_on;"20. Ivan KRASNOV";"ESTONIA NATIONAL TEAM U17";4597.266;4526;0.8574;0.587;"{""third"":""final"",""outcome"":""fail""}"
1831;"2nd half";take_on_against;"5. Ioane GOGICHAISHILI";"GEORGIA NATIONAL TEAM U17";4597.266;4526;0.1426;0.413;"{""outcome"":""success""}"
1832;"2nd half";tackle;"5. Ioane GOGICHAISHILI";"GEORGIA NATIONAL TEAM U17";4597.8;4526.533;0.1515;0.4383;"{""body_part"":""right-foot"",""tackle_type"":""standing"",""outcome"":""success""}"
1833;"2nd half";recovery;"13. Davit MACHARASHVILI";"GEORGIA NATIONAL TEAM U17";4599.166;4527.9;0.1827;0.5279;"{""body_part"":""right-foot"",""outcome"":""success""}"
1834;"2nd half";pass;"13. Davit MACHARASHVILI";"GEORGIA NATIONAL TEAM U17";4599.2;4527.933;0.1812;0.5233;"{""third"":""defensive"",""length"":""short"",""restart"":""no"",""body_part"":""right-foot"",""direction"":""forward"",""inside_pa"":""not_inside_pa"",""outcome"":""success"",""under_pressure"":""under_pressure""}"
1835;"2nd half";pass_received;"7. Tornike KVARTSKHELIA";"GEORGIA NATIONAL TEAM U17";4600.166;4528.9;0.281;0.4773;"{""body_part"":""right-foot"",""outcome"":""success"",""under_pressure"":""under_pressure""}"
1836;"2nd half";pass;"7. Tornike KVARTSKHELIA";"GEORGIA NATIONAL TEAM U17";4601.233;4529.966;0.2571;0.4819;"{""third"":""defensive"",""length"":""short"",""restart"":""no"",""body_part"":""right-foot"",""direction"":""sideways"",""inside_pa"":""not_inside_pa"",""outcome"":""success"",""under_pressure"":""under_pressure""}"
1837;"2nd half";pass_received;"19. Giorgi LAGVILAVA";"GEORGIA NATIONAL TEAM U17";4602.366;4531.1;0.272;0.5968;"{""body_part"":""right-foot"",""outcome"":""success"",""under_pressure"":""under_pressure""}"
1838;"2nd half";take_on;"19. Giorgi LAGVILAVA";"GEORGIA NATIONAL TEAM U17";4602.4;4531.133;0.3137;0.6198;"{""third"":""defensive"",""outcome"":""success""}"
1839;"2nd half";take_on_against;"17. Ricardo KRANBERG";"ESTONIA NATIONAL TEAM U17";4602.4;4531.133;0.6863;0.3802;"{""outcome"":""fail""}"
1840;"2nd half";pass;"19. Giorgi LAGVILAVA";"GEORGIA NATIONAL TEAM U17";4605.833;4534.566;0.4818;0.6612;"{""third"":""middle"",""length"":""long"",""restart"":""no"",""body_part"":""right-foot"",""direction"":""forward"",""inside_pa"":""not_inside_pa"",""outcome"":""fail"",""under_pressure"":""under_pressure""}"
1841;"2nd half";clearance;"1. Harley OLLIN";"ESTONIA NATIONAL TEAM U17";4608.533;4537.266;0.2012;0.4721;"{""body_part"":""right-foot"",""under_pressure"":""not_under_pressure""}"
1842;"2nd half";recovery;"17. Ricardo KRANBERG";"ESTONIA NATIONAL TEAM U17";4612.766;4541.5;0.1848;0.0953;"{""body_part"":""right-foot"",""outcome"":""success""}"
1843;"2nd half";pass;"17. Ricardo KRANBERG";"ESTONIA NATIONAL TEAM U17";4614.933;4543.666;0.1893;0.1091;"{""third"":""defensive"",""length"":""medium"",""restart"":""no"",""body_part"":""right-foot"",""direction"":""sideways"",""inside_pa"":""not_inside_pa"",""outcome"":""success"",""under_pressure"":""not_under_pressure""}"
1844;"2nd half";pass_received;"16. Jako ILVES";"ESTONIA NATIONAL TEAM U17";4616.5;4545.233;0.2384;0.3802;"{""body_part"":""right-foot"",""outcome"":""success"",""under_pressure"":""not_under_pressure""}"
1845;"2nd half";pass;"16. Jako ILVES";"ESTONIA NATIONAL TEAM U17";4616.533;4545.266;0.2384;0.3802;"{""third"":""defensive"",""length"":""medium"",""restart"":""no"",""body_part"":""right-foot"",""direction"":""sideways"",""inside_pa"":""not_inside_pa"",""outcome"":""success"",""under_pressure"":""not_under_pressure""}"
1846;"2nd half";pass_received;"17. Ricardo KRANBERG";"ESTONIA NATIONAL TEAM U17";4618.266;4547;0.2801;0.1481;"{""body_part"":""left-foot"",""outcome"":""success"",""under_pressure"":""under_pressure""}"
1847;"2nd half";pass;"17. Ricardo KRANBERG";"ESTONIA NATIONAL TEAM U17";4619.933;4548.666;0.4021;0.2515;"{""third"":""middle"",""length"":""short"",""restart"":""no"",""body_part"":""left-foot"",""direction"":""sideways"",""inside_pa"":""not_inside_pa"",""outcome"":""success"",""under_pressure"":""not_under_pressure""}"
1848;"2nd half";pass_received;"10. Robert MIHALEVSKY";"ESTONIA NATIONAL TEAM U17";4620.666;4549.4;0.4185;0.371;"{""body_part"":""left-foot"",""outcome"":""success"",""under_pressure"":""not_under_pressure""}"
1849;"2nd half";pass;"10. Robert MIHALEVSKY";"ESTONIA NATIONAL TEAM U17";4623.166;4551.9;0.4393;0.4859;"{""third"":""middle"",""length"":""long"",""restart"":""no"",""body_part"":""right-foot"",""direction"":""forward"",""inside_pa"":""not_inside_pa"",""outcome"":""success"",""under_pressure"":""not_under_pressure""}"
1850;"2nd half";pass_received;"13. Ako HENNO KORRE";"ESTONIA NATIONAL TEAM U17";4625.233;4553.966;0.719;0.8398;"{""body_part"":""right-foot"",""outcome"":""success"",""under_pressure"":""not_under_pressure""}"
1851;"2nd half";pass;"13. Ako HENNO KORRE";"ESTONIA NATIONAL TEAM U17";4627.9;4556.633;0.7205;0.7364;"{""third"":""final"",""length"":""short"",""restart"":""no"",""body_part"":""right-foot"",""direction"":""sideways"",""inside_pa"":""not_inside_pa"",""outcome"":""success"",""under_pressure"":""not_under_pressure""}"
1852;"2nd half";pass_received;"20. Ivan KRASNOV";"ESTONIA NATIONAL TEAM U17";4628.6;4557.333;0.7473;0.6215;"{""body_part"":""left-foot"",""outcome"":""success"",""under_pressure"":""not_under_pressure""}"
1853;"2nd half";tackle;"10. Giorgi GOGSADZE";"GEORGIA NATIONAL TEAM U17";4632.566;4561.3;0.1515;0.4015;"{""body_part"":""right-foot"",""tackle_type"":""standing"",""outcome"":""success""}"
1854;"2nd half";recovery;"4. Alika GETIASHVILI";"GEORGIA NATIONAL TEAM U17";4633.333;4562.066;0.1277;0.3762;"{""body_part"":""left-foot"",""outcome"":""success""}"
1855;"2nd half";pass;"4. Alika GETIASHVILI";"GEORGIA NATIONAL TEAM U17";4634.566;4563.3;0.1307;0.3808;"{""third"":""defensive"",""length"":""short"",""restart"":""no"",""body_part"":""left-foot"",""direction"":""forward"",""inside_pa"":""not_inside_pa"",""outcome"":""success"",""under_pressure"":""not_under_pressure""}"
1856;"2nd half";pass_received;"13. Davit MACHARASHVILI";"GEORGIA NATIONAL TEAM U17";4635.066;4563.8;0.1679;0.4635;"{""body_part"":""right-foot"",""outcome"":""success"",""under_pressure"":""not_under_pressure""}"
1857;"2nd half";pass;"13. Davit MACHARASHVILI";"GEORGIA NATIONAL TEAM U17";4636.1;4564.833;0.1753;0.4566;"{""third"":""defensive"",""length"":""short"",""restart"":""no"",""body_part"":""right-foot"",""direction"":""forward"",""inside_pa"":""not_inside_pa"",""outcome"":""success"",""under_pressure"":""not_under_pressure""}"
1858;"2nd half";pass_received;"17. Saba AVDOEV";"GEORGIA NATIONAL TEAM U17";4636.866;4565.6;0.2452;0.3716;"{""body_part"":""left-foot"",""outcome"":""success"",""under_pressure"":""not_under_pressure""}"
1859;"2nd half";pass;"17. Saba AVDOEV";"GEORGIA NATIONAL TEAM U17";4637.666;4566.4;0.2616;0.3578;"{""third"":""defensive"",""length"":""medium"",""restart"":""no"",""body_part"":""right-foot"",""direction"":""sideways"",""inside_pa"":""not_inside_pa"",""outcome"":""success"",""under_pressure"":""not_under_pressure""}"
1860;"2nd half";pass_received;"10. Giorgi GOGSADZE";"GEORGIA NATIONAL TEAM U17";4638.866;4567.6;0.3405;0.066;"{""body_part"":""left-foot"",""outcome"":""success"",""under_pressure"":""not_under_pressure""}"
1861;"2nd half";pass;"10. Giorgi GOGSADZE";"GEORGIA NATIONAL TEAM U17";4640.366;4569.1;0.336;0.0591;"{""third"":""middle"",""length"":""short"",""restart"":""no"",""body_part"":""left-foot"",""direction"":""backward"",""inside_pa"":""not_inside_pa"",""outcome"":""success"",""under_pressure"":""not_under_pressure""}"
1862;"2nd half";pass_received;"5. Ioane GOGICHAISHILI";"GEORGIA NATIONAL TEAM U17";4641.766;4570.5;0.2482;0.066;"{""body_part"":""right-foot"",""outcome"":""success"",""under_pressure"":""not_under_pressure""}"
1863;"2nd half";pass;"5. Ioane GOGICHAISHILI";"GEORGIA NATIONAL TEAM U17";4643.633;4572.366;0.2571;0.0867;"{""third"":""defensive"",""length"":""short"",""restart"":""no"",""body_part"":""left-foot"",""direction"":""sideways"",""inside_pa"":""not_inside_pa"",""outcome"":""success"",""under_pressure"":""under_pressure""}"
1864;"2nd half";pass_received;"13. Davit MACHARASHVILI";"GEORGIA NATIONAL TEAM U17";4645;4573.733;0.2884;0.2728;"{""body_part"":""right-foot"",""outcome"":""success"",""under_pressure"":""not_under_pressure""}"
1865;"2nd half";take_on_against;"16. Jako ILVES";"ESTONIA NATIONAL TEAM U17";4645.666;4574.4;0.6818;0.5985;"{""outcome"":""success""}"
1866;"2nd half";take_on;"13. Davit MACHARASHVILI";"GEORGIA NATIONAL TEAM U17";4645.666;4574.4;0.3182;0.4015;"{""third"":""defensive"",""outcome"":""fail""}"
1867;"2nd half";tackle;"16. Jako ILVES";"ESTONIA NATIONAL TEAM U17";4646.133;4574.866;0.6818;0.5847;"{""body_part"":""right-foot"",""tackle_type"":""standing"",""outcome"":""success""}"
1868;"2nd half";recovery;"16. Jako ILVES";"ESTONIA NATIONAL TEAM U17";4647.966;4576.7;0.7518;0.5411;"{""body_part"":""right-foot"",""outcome"":""success""}"
1869;"2nd half";shot;"16. Jako ILVES";"ESTONIA NATIONAL TEAM U17";4649;4577.733;0.8098;0.4836;"{""body_part"":""left-foot"",""inside_pa"":""not_inside_pa"",""on_target"":""blocked"",""restart"":""no"",""outcome"":""fail"",""under_pressure"":""under_pressure""}"
