ID;Half;Event;Player;Team;"Video time";"Football time";"X coordinate";"Y coordinate";Details
1;"1st half";pass;"9. Aston VISSE";"ESTONIA NATIONAL TEAM U17";0.666;0.2;0.4937;0.5003;"{""third"":""middle"",""length"":""short"",""restart"":""no"",""body_part"":""right-foot"",""direction"":""backward"",""inside_pa"":""not_inside_pa"",""outcome"":""success"",""under_pressure"":""not_under_pressure""}"
2;"1st half";pass_received;"6. Gustav KAMARIN WAGNER";"ESTONIA NATIONAL TEAM U17";2.066;1.6;0.3926;0.3785;"{""body_part"":""right-foot"",""outcome"":""success"",""under_pressure"":""not_under_pressure""}"
3;"1st half";pass;"6. Gustav KAMARIN WAGNER";"ESTONIA NATIONAL TEAM U17";2.966;2.5;0.3926;0.4038;"{""third"":""middle"",""length"":""medium"",""restart"":""no"",""body_part"":""right-foot"",""direction"":""sideways"",""inside_pa"":""not_inside_pa"",""outcome"":""success"",""under_pressure"":""not_under_pressure""}"
4;"1st half";pass_received;"2. Andreas PODER";"ESTONIA NATIONAL TEAM U17";5.066;4.6;0.3568;0.8059;"{""body_part"":""right-foot"",""outcome"":""success"",""under_pressure"":""not_under_pressure""}"
5;"1st half";pass;"2. Andreas PODER";"ESTONIA NATIONAL TEAM U17";6.533;6.066;0.394;0.8128;"{""third"":""middle"",""length"":""long"",""restart"":""no"",""body_part"":""right-foot"",""direction"":""forward"",""inside_pa"":""not_inside_pa"",""outcome"":""fail"",""under_pressure"":""not_under_pressure""}"
6;"1st half";aerial_duel;"3. Davit TSKVITAIA";"GEORGIA NATIONAL TEAM U17";9.466;9;0.2295;0.5939;"{""third"":""defensive"",""outcome"":""success"",""under_pressure"":""under_pressure""}"
7;"1st half";aerial_duel;"8. Andero KAARES";"ESTONIA NATIONAL TEAM U17";9.466;9;0.7705;0.4061;"{""third"":""final"",""outcome"":""fail"",""under_pressure"":""under_pressure""}"
8;"1st half";recovery;"3. Davit TSKVITAIA";"GEORGIA NATIONAL TEAM U17";9.6;9.133;0.2354;0.5548;"{""body_part"":""head"",""outcome"":""success""}"
9;"1st half";pass;"3. Davit TSKVITAIA";"GEORGIA NATIONAL TEAM U17";9.633;9.166;0.2295;0.5548;"{""third"":""defensive"",""length"":""short"",""restart"":""no"",""body_part"":""head"",""direction"":""forward"",""inside_pa"":""not_inside_pa"",""outcome"":""fail"",""under_pressure"":""under_pressure""}"
10;"1st half";interception;"10. Robert MIHALEVSKY";"ESTONIA NATIONAL TEAM U17";10.866;10.4;0.7155;0.3808;"{""body_part"":""right-foot"",""outcome"":""success"",""under_pressure"":""under_pressure""}"
11;"1st half";pass;"10. Robert MIHALEVSKY";"ESTONIA NATIONAL TEAM U17";10.9;10.433;0.6902;0.3992;"{""third"":""final"",""length"":""short"",""restart"":""no"",""body_part"":""right-foot"",""direction"":""backward"",""inside_pa"":""not_inside_pa"",""outcome"":""success"",""under_pressure"":""under_pressure""}"
12;"1st half";pass_received;"6. Gustav KAMARIN WAGNER";"ESTONIA NATIONAL TEAM U17";12.466;12;0.6455;0.3877;"{""body_part"":""head"",""outcome"":""success"",""under_pressure"":""under_pressure""}"
13;"1st half";pass;"6. Gustav KAMARIN WAGNER";"ESTONIA NATIONAL TEAM U17";12.5;12.033;0.647;0.3877;"{""third"":""middle"",""length"":""medium"",""restart"":""no"",""body_part"":""head"",""direction"":""forward"",""inside_pa"":""not_inside_pa"",""outcome"":""fail"",""under_pressure"":""under_pressure""}"
14;"1st half";technical_error;"2. Luka SHARIKADZE";"GEORGIA NATIONAL TEAM U17";14.866;14.4;0.2756;0.8122;"{""body_part"":""right-foot"",""outcome"":""fail"",""under_pressure"":""not_under_pressure""}"
15;"1st half";recovery;"8. Andero KAARES";"ESTONIA NATIONAL TEAM U17";18.066;17.6;0.6902;0.0293;"{""body_part"":""right-foot"",""outcome"":""success""}"
16;"1st half";tackle;"2. Luka SHARIKADZE";"GEORGIA NATIONAL TEAM U17";18.133;17.666;0.3128;0.957;"{""body_part"":""left-foot"",""tackle_type"":""standing"",""outcome"":""fail""}"
17;"1st half";pass;"8. Andero KAARES";"ESTONIA NATIONAL TEAM U17";20.2;19.733;0.6455;0.0201;"{""third"":""middle"",""length"":""short"",""restart"":""no"",""body_part"":""right-foot"",""direction"":""forward"",""inside_pa"":""not_inside_pa"",""outcome"":""fail"",""under_pressure"":""under_pressure""}"
18;"1st half";block;"2. Luka SHARIKADZE";"GEORGIA NATIONAL TEAM U17";20.266;19.8;0.3217;0.9271;"{""body_part"":""right-foot"",""block_type"":""after_pass"",""outcome"":""success"",""under_pressure"":""under_pressure""}"
19;"1st half";ball_out_of_play;"2. Luka SHARIKADZE";"GEORGIA NATIONAL TEAM U17";21.4;20.933;0.3485;0.973;
20;"1st half";pass;"5. Samuel KIRSIPUU";"ESTONIA NATIONAL TEAM U17";36.4;35.933;0.5905;0.0178;"{""third"":""middle"",""length"":""medium"",""restart"":""throw-in"",""body_part"":""hand"",""direction"":""forward"",""inside_pa"":""not_inside_pa"",""outcome"":""success"",""under_pressure"":""not_under_pressure""}"
21;"1st half";pass_received;"9. Aston VISSE";"ESTONIA NATIONAL TEAM U17";38.8;38.333;0.6708;0.2016;"{""body_part"":""right-foot"",""outcome"":""success"",""under_pressure"":""under_pressure""}"
22;"1st half";pass;"9. Aston VISSE";"ESTONIA NATIONAL TEAM U17";38.833;38.366;0.6708;0.22;"{""third"":""final"",""length"":""medium"",""restart"":""no"",""body_part"":""right-foot"",""direction"":""forward"",""inside_pa"":""not_inside_pa"",""outcome"":""fail"",""under_pressure"":""under_pressure""}"
23;"1st half";recovery;"4. Alika GETIASHVILI";"GEORGIA NATIONAL TEAM U17";41.166;40.7;0.1104;0.6881;"{""body_part"":""left-foot"",""outcome"":""success""}"
24;"1st half";pass;"4. Alika GETIASHVILI";"GEORGIA NATIONAL TEAM U17";44.733;44.266;0.0717;0.973;"{""third"":""defensive"",""length"":""medium"",""restart"":""no"",""body_part"":""right-foot"",""direction"":""forward"",""inside_pa"":""not_inside_pa"",""outcome"":""fail"",""under_pressure"":""under_pressure""}"
25;"1st half";recovery;"5. Samuel KIRSIPUU";"ESTONIA NATIONAL TEAM U17";45.866;45.4;0.7185;0.0384;"{""body_part"":""left-foot"",""outcome"":""success""}"
26;"1st half";pass;"5. Samuel KIRSIPUU";"ESTONIA NATIONAL TEAM U17";45.9;45.433;0.6917;0.0407;"{""third"":""final"",""length"":""medium"",""restart"":""no"",""body_part"":""left-foot"",""direction"":""sideways"",""inside_pa"":""not_inside_pa"",""outcome"":""fail"",""under_pressure"":""under_pressure""}"
27;"1st half";recovery;"11. Andria BARTISHVILI";"GEORGIA NATIONAL TEAM U17";48.8;48.333;0.3411;0.7387;"{""body_part"":""right-foot"",""outcome"":""success""}"
28;"1st half";pass;"11. Andria BARTISHVILI";"GEORGIA NATIONAL TEAM U17";52.266;51.8;0.4676;0.4377;"{""third"":""middle"",""length"":""medium"",""restart"":""no"",""body_part"":""right-foot"",""direction"":""forward"",""inside_pa"":""not_inside_pa"",""outcome"":""success"",""under_pressure"":""not_under_pressure""}"
29;"1st half";pass_received;"18. Irakli RAZMADZE";"GEORGIA NATIONAL TEAM U17";53.966;53.5;0.6179;0.2492;"{""body_part"":""right-foot"",""outcome"":""success"",""under_pressure"":""not_under_pressure""}"
30;"1st half";pass;"18. Irakli RAZMADZE";"GEORGIA NATIONAL TEAM U17";55.833;55.366;0.6387;0.2423;"{""third"":""middle"",""length"":""long"",""restart"":""no"",""body_part"":""right-foot"",""direction"":""forward"",""inside_pa"":""not_inside_pa"",""outcome"":""success"",""under_pressure"":""under_pressure""}"
31;"1st half";pass_received;"11. Andria BARTISHVILI";"GEORGIA NATIONAL TEAM U17";61;60.533;0.9497;0.1252;"{""body_part"":""right-foot"",""outcome"":""success"",""under_pressure"":""under_pressure""}"
32;"1st half";tackle;"2. Andreas PODER";"ESTONIA NATIONAL TEAM U17";62.4;61.933;0.0176;0.8174;"{""body_part"":""right-foot"",""tackle_type"":""sliding"",""outcome"":""success""}"
33;"1st half";ball_out_of_play;"2. Andreas PODER";"ESTONIA NATIONAL TEAM U17";63.166;62.7;0.0027;0.8496;
34;"1st half";pass;"17. Saba AVDOEV";"GEORGIA NATIONAL TEAM U17";95.233;94.766;0.9973;0.0149;"{""cross"":""cross"",""third"":""final"",""length"":""long"",""restart"":""corner-kick"",""body_part"":""right-foot"",""direction"":""sideways"",""inside_pa"":""not_inside_pa"",""outcome"":""fail"",""under_pressure"":""not_under_pressure""}"
35;"1st half";clearance;"4. Uku VIIROJA";"ESTONIA NATIONAL TEAM U17";97.033;96.566;0.0354;0.475;"{""body_part"":""head"",""under_pressure"":""not_under_pressure""}"
36;"1st half";recovery;"5. Ioane GOGICHAISHILI";"GEORGIA NATIONAL TEAM U17";102.3;101.833;0.5524;0.5043;"{""body_part"":""right-foot"",""outcome"":""success""}"
37;"1st half";pass;"5. Ioane GOGICHAISHILI";"GEORGIA NATIONAL TEAM U17";103.733;103.266;0.536;0.4859;"{""third"":""middle"",""length"":""long"",""restart"":""no"",""body_part"":""left-foot"",""direction"":""sideways"",""inside_pa"":""not_inside_pa"",""outcome"":""success"",""under_pressure"":""under_pressure""}"
38;"1st half";pass_received;"17. Saba AVDOEV";"GEORGIA NATIONAL TEAM U17";106.633;106.166;0.5955;0.0355;"{""body_part"":""right-foot"",""outcome"":""success"",""under_pressure"":""not_under_pressure""}"
39;"1st half";pass;"17. Saba AVDOEV";"GEORGIA NATIONAL TEAM U17";108.7;108.233;0.5435;0.1045;"{""third"":""middle"",""length"":""long"",""restart"":""no"",""body_part"":""right-foot"",""direction"":""sideways"",""inside_pa"":""not_inside_pa"",""outcome"":""fail"",""under_pressure"":""not_under_pressure""}"
40;"1st half";recovery;"5. Samuel KIRSIPUU";"ESTONIA NATIONAL TEAM U17";114.2;113.733;0.3836;0.1832;"{""body_part"":""right-foot"",""outcome"":""success""}"
41;"1st half";pass;"5. Samuel KIRSIPUU";"ESTONIA NATIONAL TEAM U17";114.266;113.8;0.3762;0.1878;"{""third"":""middle"",""length"":""short"",""restart"":""no"",""body_part"":""right-foot"",""direction"":""backward"",""inside_pa"":""not_inside_pa"",""outcome"":""success"",""under_pressure"":""not_under_pressure""}"
42;"1st half";pass_received;"4. Uku VIIROJA";"ESTONIA NATIONAL TEAM U17";115.533;115.066;0.2899;0.2682;"{""body_part"":""right-foot"",""outcome"":""success"",""under_pressure"":""not_under_pressure""}"
43;"1st half";pass;"4. Uku VIIROJA";"ESTONIA NATIONAL TEAM U17";116.566;116.1;0.2958;0.2728;"{""third"":""defensive"",""length"":""short"",""restart"":""no"",""body_part"":""left-foot"",""direction"":""sideways"",""inside_pa"":""not_inside_pa"",""outcome"":""success"",""under_pressure"":""not_under_pressure""}"
44;"1st half";pass_received;"6. Gustav KAMARIN WAGNER";"ESTONIA NATIONAL TEAM U17";117.733;117.266;0.3271;0.3716;"{""body_part"":""right-foot"",""outcome"":""success"",""under_pressure"":""not_under_pressure""}"
45;"1st half";pass;"6. Gustav KAMARIN WAGNER";"ESTONIA NATIONAL TEAM U17";118.166;117.7;0.3271;0.3762;"{""third"":""defensive"",""length"":""short"",""restart"":""no"",""body_part"":""right-foot"",""direction"":""sideways"",""inside_pa"":""not_inside_pa"",""outcome"":""success"",""under_pressure"":""not_under_pressure""}"
46;"1st half";pass_received;"4. Uku VIIROJA";"ESTONIA NATIONAL TEAM U17";119.433;118.966;0.3107;0.2108;"{""body_part"":""left-foot"",""outcome"":""success"",""under_pressure"":""not_under_pressure""}"
47;"1st half";pass;"4. Uku VIIROJA";"ESTONIA NATIONAL TEAM U17";122.933;122.466;0.3301;0.2016;"{""third"":""middle"",""length"":""medium"",""restart"":""no"",""body_part"":""left-foot"",""direction"":""backward"",""inside_pa"":""not_inside_pa"",""outcome"":""success"",""under_pressure"":""not_under_pressure""}"
48;"1st half";pass_received;"1. Harley OLLIN";"ESTONIA NATIONAL TEAM U17";124.066;123.6;0.2229;0.3716;"{""body_part"":""right-foot"",""outcome"":""success"",""under_pressure"":""not_under_pressure""}"
49;"1st half";pass;"1. Harley OLLIN";"ESTONIA NATIONAL TEAM U17";125.566;125.1;0.2274;0.4199;"{""third"":""defensive"",""length"":""medium"",""gk_pass"":""kick-from-hand"",""restart"":""no"",""body_part"":""right-foot"",""direction"":""sideways"",""inside_pa"":""not_inside_pa"",""outcome"":""success"",""under_pressure"":""not_under_pressure""}"
50;"1st half";pass_received;"14. Ronald SAMMUL";"ESTONIA NATIONAL TEAM U17";127.266;126.8;0.2497;0.6474;"{""body_part"":""right-foot"",""outcome"":""success"",""under_pressure"":""not_under_pressure""}"
51;"1st half";pass;"14. Ronald SAMMUL";"ESTONIA NATIONAL TEAM U17";129.233;128.766;0.2497;0.6657;"{""third"":""defensive"",""length"":""short"",""restart"":""no"",""body_part"":""right-foot"",""direction"":""sideways"",""inside_pa"":""not_inside_pa"",""outcome"":""fail"",""under_pressure"":""not_under_pressure""}"
52;"1st half";pass_received;"1. Harley OLLIN";"ESTONIA NATIONAL TEAM U17";130.466;130;0.2155;0.5187;"{""body_part"":""left-foot"",""outcome"":""fail"",""under_pressure"":""not_under_pressure""}"
53;"1st half";recovery;"9. Sandro MIKAUTADZE";"GEORGIA NATIONAL TEAM U17";131.333;130.866;0.7443;0.5388;"{""body_part"":""right-foot"",""outcome"":""success""}"
54;"1st half";shot;"9. Sandro MIKAUTADZE";"GEORGIA NATIONAL TEAM U17";134.6;134.133;0.8976;0.587;"{""body_part"":""right-foot"",""inside_pa"":""inside_pa"",""on_target"":""on"",""shot_location"":""low-centre"",""restart"":""no"",""outcome"":""success"",""under_pressure"":""under_pressure""}"
55;"1st half";goal;"9. Sandro MIKAUTADZE";"GEORGIA NATIONAL TEAM U17";135.333;134.866;0.8976;0.587;"{""goal_type"":""play"",""outcome"":""success""}"
56;"1st half";goal_conceded;"1. Harley OLLIN";"ESTONIA NATIONAL TEAM U17";135.333;134.866;0.8976;0.587;"{""goal_conceded_type"":""after-shot"",""after_shot_inside_pa"":""after_shot_inside_pa""}"
57;"1st half";pass;"9. Aston VISSE";"ESTONIA NATIONAL TEAM U17";175.5;175.033;0.4937;0.4957;"{""third"":""middle"",""length"":""short"",""restart"":""no"",""body_part"":""right-foot"",""direction"":""backward"",""inside_pa"":""not_inside_pa"",""outcome"":""success"",""under_pressure"":""not_under_pressure""}"
58;"1st half";pass_received;"6. Gustav KAMARIN WAGNER";"ESTONIA NATIONAL TEAM U17";176.733;176.266;0.3851;0.4566;"{""body_part"":""right-foot"",""outcome"":""success"",""under_pressure"":""not_under_pressure""}"
59;"1st half";pass;"6. Gustav KAMARIN WAGNER";"ESTONIA NATIONAL TEAM U17";178;177.533;0.3464;0.4589;"{""third"":""middle"",""length"":""medium"",""restart"":""no"",""body_part"":""right-foot"",""direction"":""backward"",""inside_pa"":""not_inside_pa"",""outcome"":""success"",""under_pressure"":""not_under_pressure""}"
60;"1st half";pass_received;"14. Ronald SAMMUL";"ESTONIA NATIONAL TEAM U17";179.366;178.9;0.2229;0.6818;"{""body_part"":""right-foot"",""outcome"":""success"",""under_pressure"":""not_under_pressure""}"
61;"1st half";pass;"14. Ronald SAMMUL";"ESTONIA NATIONAL TEAM U17";180.366;179.9;0.2244;0.652;"{""third"":""defensive"",""length"":""medium"",""restart"":""no"",""body_part"":""right-foot"",""direction"":""sideways"",""inside_pa"":""not_inside_pa"",""outcome"":""success"",""under_pressure"":""not_under_pressure""}"
62;"1st half";pass_received;"4. Uku VIIROJA";"ESTONIA NATIONAL TEAM U17";181.866;181.4;0.2557;0.2361;"{""body_part"":""left-foot"",""outcome"":""success"",""under_pressure"":""not_under_pressure""}"
63;"1st half";pass;"4. Uku VIIROJA";"ESTONIA NATIONAL TEAM U17";184.966;184.5;0.2869;0.2062;"{""third"":""defensive"",""length"":""short"",""restart"":""no"",""body_part"":""left-foot"",""direction"":""sideways"",""inside_pa"":""not_inside_pa"",""outcome"":""success"",""under_pressure"":""not_under_pressure""}"
64;"1st half";pass_received;"5. Samuel KIRSIPUU";"ESTONIA NATIONAL TEAM U17";186.1;185.633;0.3449;0.0178;"{""body_part"":""right-foot"",""outcome"":""success"",""under_pressure"":""not_under_pressure""}"
65;"1st half";pass;"5. Samuel KIRSIPUU";"ESTONIA NATIONAL TEAM U17";187.033;186.566;0.3479;0.0086;"{""third"":""middle"",""length"":""short"",""restart"":""no"",""body_part"":""left-foot"",""direction"":""forward"",""inside_pa"":""not_inside_pa"",""outcome"":""fail"",""under_pressure"":""under_pressure""}"
66;"1st half";block;"10. Giorgi GOGSADZE";"GEORGIA NATIONAL TEAM U17";187.166;186.7;0.6268;0.973;"{""body_part"":""right-foot"",""block_type"":""after_pass"",""outcome"":""success"",""under_pressure"":""under_pressure""}"
67;"1st half";recovery;"10. Robert MIHALEVSKY";"ESTONIA NATIONAL TEAM U17";188.766;188.3;0.4179;0.1143;"{""body_part"":""right-foot"",""outcome"":""success""}"
68;"1st half";pass;"10. Robert MIHALEVSKY";"ESTONIA NATIONAL TEAM U17";188.8;188.333;0.4179;0.1327;"{""third"":""middle"",""length"":""short"",""restart"":""no"",""body_part"":""right-foot"",""direction"":""sideways"",""inside_pa"":""not_inside_pa"",""outcome"":""success"",""under_pressure"":""under_pressure""}"
69;"1st half";pass_received;"6. Gustav KAMARIN WAGNER";"ESTONIA NATIONAL TEAM U17";190.7;190.233;0.4089;0.2269;"{""body_part"":""right-foot"",""outcome"":""success"",""under_pressure"":""not_under_pressure""}"
70;"1st half";pass;"6. Gustav KAMARIN WAGNER";"ESTONIA NATIONAL TEAM U17";190.733;190.266;0.4045;0.243;"{""third"":""middle"",""length"":""long"",""restart"":""no"",""body_part"":""right-foot"",""direction"":""sideways"",""inside_pa"":""not_inside_pa"",""outcome"":""success"",""under_pressure"":""not_under_pressure""}"
71;"1st half";pass_received;"2. Andreas PODER";"ESTONIA NATIONAL TEAM U17";193.433;192.966;0.3911;0.7186;"{""body_part"":""right-foot"",""outcome"":""success"",""under_pressure"":""not_under_pressure""}"
72;"1st half";pass;"2. Andreas PODER";"ESTONIA NATIONAL TEAM U17";195.966;195.5;0.4104;0.7439;"{""third"":""middle"",""length"":""short"",""restart"":""no"",""body_part"":""right-foot"",""direction"":""backward"",""inside_pa"":""not_inside_pa"",""outcome"":""success"",""under_pressure"":""not_under_pressure""}"
73;"1st half";pass_received;"14. Ronald SAMMUL";"ESTONIA NATIONAL TEAM U17";197.566;197.1;0.2735;0.714;"{""body_part"":""right-foot"",""outcome"":""success"",""under_pressure"":""not_under_pressure""}"
74;"1st half";pass;"14. Ronald SAMMUL";"ESTONIA NATIONAL TEAM U17";199.166;198.7;0.278;0.6749;"{""third"":""defensive"",""length"":""medium"",""restart"":""no"",""body_part"":""right-foot"",""direction"":""sideways"",""inside_pa"":""not_inside_pa"",""outcome"":""success"",""under_pressure"":""not_under_pressure""}"
75;"1st half";pass_received;"4. Uku VIIROJA";"ESTONIA NATIONAL TEAM U17";201.333;200.866;0.3122;0.2797;"{""body_part"":""left-foot"",""outcome"":""success"",""under_pressure"":""not_under_pressure""}"
76;"1st half";pass;"4. Uku VIIROJA";"ESTONIA NATIONAL TEAM U17";205.266;204.8;0.333;0.2935;"{""third"":""middle"",""length"":""medium"",""restart"":""no"",""body_part"":""left-foot"",""direction"":""sideways"",""inside_pa"":""not_inside_pa"",""outcome"":""success"",""under_pressure"":""not_under_pressure""}"
77;"1st half";pass_received;"14. Ronald SAMMUL";"ESTONIA NATIONAL TEAM U17";207.433;206.966;0.2988;0.56;"{""body_part"":""right-foot"",""outcome"":""success"",""under_pressure"":""not_under_pressure""}"
78;"1st half";pass;"14. Ronald SAMMUL";"ESTONIA NATIONAL TEAM U17";210.5;210.033;0.3182;0.6152;"{""third"":""defensive"",""length"":""short"",""restart"":""no"",""body_part"":""right-foot"",""direction"":""backward"",""inside_pa"":""not_inside_pa"",""outcome"":""success"",""under_pressure"":""not_under_pressure""}"
79;"1st half";pass_received;"1. Harley OLLIN";"ESTONIA NATIONAL TEAM U17";212.4;211.933;0.2199;0.5187;"{""body_part"":""right-foot"",""outcome"":""success"",""under_pressure"":""not_under_pressure""}"
80;"1st half";pass;"1. Harley OLLIN";"ESTONIA NATIONAL TEAM U17";212.433;211.966;0.2378;0.5187;"{""third"":""defensive"",""length"":""medium"",""gk_pass"":""kick-from-hand"",""restart"":""no"",""body_part"":""right-foot"",""direction"":""sideways"",""inside_pa"":""not_inside_pa"",""outcome"":""success"",""under_pressure"":""not_under_pressure""}"
81;"1st half";pass_received;"4. Uku VIIROJA";"ESTONIA NATIONAL TEAM U17";213.966;213.5;0.3062;0.2246;"{""body_part"":""left-foot"",""outcome"":""success"",""under_pressure"":""not_under_pressure""}"
82;"1st half";pass;"4. Uku VIIROJA";"ESTONIA NATIONAL TEAM U17";219.033;218.566;0.4;0.2223;"{""third"":""middle"",""length"":""long"",""restart"":""no"",""body_part"":""left-foot"",""direction"":""forward"",""inside_pa"":""not_inside_pa"",""outcome"":""fail"",""under_pressure"":""not_under_pressure""}"
83;"1st half";recovery;"4. Alika GETIASHVILI";"GEORGIA NATIONAL TEAM U17";222.433;221.966;0.2548;0.4193;"{""body_part"":""left-foot"",""outcome"":""success""}"
84;"1st half";pass;"4. Alika GETIASHVILI";"GEORGIA NATIONAL TEAM U17";222.466;222;0.2563;0.417;"{""third"":""defensive"",""length"":""medium"",""restart"":""no"",""body_part"":""left-foot"",""direction"":""forward"",""inside_pa"":""not_inside_pa"",""outcome"":""success"",""under_pressure"":""not_under_pressure""}"
85;"1st half";pass_received;"8. Saba SHARVASHIDZE";"GEORGIA NATIONAL TEAM U17";223.866;223.4;0.3961;0.4836;"{""body_part"":""right-foot"",""outcome"":""success"",""under_pressure"":""not_under_pressure""}"
86;"1st half";pass;"8. Saba SHARVASHIDZE";"GEORGIA NATIONAL TEAM U17";223.9;223.433;0.3976;0.4721;"{""third"":""middle"",""length"":""medium"",""restart"":""no"",""body_part"":""right-foot"",""direction"":""forward"",""inside_pa"":""not_inside_pa"",""outcome"":""fail"",""under_pressure"":""not_under_pressure""}"
87;"1st half";recovery;"14. Ronald SAMMUL";"ESTONIA NATIONAL TEAM U17";225.166;224.7;0.4417;0.5532;"{""body_part"":""left-foot"",""outcome"":""success""}"
88;"1st half";pass;"14. Ronald SAMMUL";"ESTONIA NATIONAL TEAM U17";225.2;224.733;0.4521;0.5669;"{""third"":""middle"",""length"":""short"",""restart"":""no"",""body_part"":""left-foot"",""direction"":""sideways"",""inside_pa"":""not_inside_pa"",""outcome"":""success"",""under_pressure"":""under_pressure""}"
89;"1st half";pass_received;"2. Andreas PODER";"ESTONIA NATIONAL TEAM U17";226.266;225.8;0.4491;0.7393;"{""body_part"":""right-foot"",""outcome"":""success"",""under_pressure"":""not_under_pressure""}"
90;"1st half";pass;"2. Andreas PODER";"ESTONIA NATIONAL TEAM U17";227.466;227;0.406;0.7186;"{""third"":""middle"",""length"":""medium"",""restart"":""no"",""body_part"":""right-foot"",""direction"":""backward"",""inside_pa"":""not_inside_pa"",""outcome"":""success"",""under_pressure"":""not_under_pressure""}"
91;"1st half";pass_received;"1. Harley OLLIN";"ESTONIA NATIONAL TEAM U17";230.166;229.7;0.1589;0.5164;"{""body_part"":""left-foot"",""outcome"":""success"",""under_pressure"":""not_under_pressure""}"
92;"1st half";pass;"1. Harley OLLIN";"ESTONIA NATIONAL TEAM U17";231.5;231.033;0.1723;0.4957;"{""third"":""defensive"",""length"":""long"",""gk_pass"":""kick-from-hand"",""restart"":""no"",""body_part"":""right-foot"",""direction"":""sideways"",""inside_pa"":""not_inside_pa"",""outcome"":""fail"",""under_pressure"":""not_under_pressure""}"
93;"1st half";pass_received;"5. Samuel KIRSIPUU";"ESTONIA NATIONAL TEAM U17";233.233;232.766;0.336;0.0499;"{""body_part"":""right-foot"",""outcome"":""fail"",""under_pressure"":""not_under_pressure""}"
94;"1st half";recovery;"10. Giorgi GOGSADZE";"GEORGIA NATIONAL TEAM U17";235.666;235.2;0.6104;0.8857;"{""body_part"":""right-foot"",""outcome"":""success""}"
95;"1st half";pass;"10. Giorgi GOGSADZE";"GEORGIA NATIONAL TEAM U17";237.133;236.666;0.6938;0.8306;"{""third"":""final"",""length"":""medium"",""restart"":""no"",""body_part"":""right-foot"",""direction"":""forward"",""inside_pa"":""not_inside_pa"",""outcome"":""success"",""under_pressure"":""under_pressure""}"
96;"1st half";pass_received;"2. Luka SHARIKADZE";"GEORGIA NATIONAL TEAM U17";239.6;239.133;0.911;0.911;"{""body_part"":""right-foot"",""outcome"":""success"",""under_pressure"":""under_pressure""}"
97;"1st half";pass;"2. Luka SHARIKADZE";"GEORGIA NATIONAL TEAM U17";239.633;239.166;0.9125;0.8995;"{""cross"":""cross"",""third"":""final"",""length"":""medium"",""restart"":""no"",""body_part"":""right-foot"",""direction"":""sideways"",""inside_pa"":""not_inside_pa"",""outcome"":""fail"",""under_pressure"":""under_pressure""}"
98;"1st half";interception;"4. Uku VIIROJA";"ESTONIA NATIONAL TEAM U17";240.3;239.833;0.0592;0.3693;"{""body_part"":""left-foot"",""outcome"":""success"",""under_pressure"":""not_under_pressure""}"
99;"1st half";clearance;"4. Uku VIIROJA";"ESTONIA NATIONAL TEAM U17";240.333;239.866;0.0592;0.3785;"{""body_part"":""left-foot"",""under_pressure"":""not_under_pressure""}"
100;"1st half";ball_out_of_play;"4. Uku VIIROJA";"ESTONIA NATIONAL TEAM U17";241;240.533;0.0116;0.3785;
101;"1st half";pass;"2. Luka SHARIKADZE";"GEORGIA NATIONAL TEAM U17";296.766;296.3;0.9958;0.9937;"{""cross"":""cross"",""third"":""final"",""length"":""medium"",""restart"":""corner-kick"",""key_pass"":""key_pass"",""body_part"":""right-foot"",""direction"":""sideways"",""inside_pa"":""not_inside_pa"",""outcome"":""success"",""under_pressure"":""not_under_pressure""}"
102;"1st half";pass_received;"9. Sandro MIKAUTADZE";"GEORGIA NATIONAL TEAM U17";298.033;297.566;0.9438;0.5985;"{""body_part"":""right-foot"",""outcome"":""success"",""under_pressure"":""under_pressure""}"
103;"1st half";shot;"9. Sandro MIKAUTADZE";"GEORGIA NATIONAL TEAM U17";298.066;297.6;0.9482;0.5939;"{""body_part"":""right-foot"",""inside_pa"":""inside_pa"",""on_target"":""blocked"",""restart"":""no"",""outcome"":""fail"",""under_pressure"":""under_pressure""}"
104;"1st half";block;"8. Andero KAARES";"ESTONIA NATIONAL TEAM U17";298.166;297.7;0.0369;0.3831;"{""body_part"":""other"",""block_type"":""after_shot"",""outcome"":""success"",""under_pressure"":""under_pressure""}"
105;"1st half";clearance;"8. Andero KAARES";"ESTONIA NATIONAL TEAM U17";299.933;299.466;0.0562;0.3877;"{""body_part"":""right-foot"",""under_pressure"":""under_pressure""}"
106;"1st half";clearance;"17. Saba AVDOEV";"GEORGIA NATIONAL TEAM U17";303.7;303.233;0.6179;0.934;"{""body_part"":""head"",""under_pressure"":""under_pressure""}"
107;"1st half";ball_out_of_play;"17. Saba AVDOEV";"GEORGIA NATIONAL TEAM U17";305.5;305.033;0.6268;0.9937;
108;"1st half";pass;"5. Samuel KIRSIPUU";"ESTONIA NATIONAL TEAM U17";309.066;308.6;0.4074;0.0155;"{""third"":""middle"",""length"":""medium"",""restart"":""throw-in"",""body_part"":""hand"",""direction"":""forward"",""inside_pa"":""not_inside_pa"",""outcome"":""success"",""under_pressure"":""not_under_pressure""}"
109;"1st half";pass_received;"11. Tevan THOR EENSALU";"ESTONIA NATIONAL TEAM U17";313.166;312.7;0.6723;0.0476;"{""body_part"":""other"",""outcome"":""success"",""under_pressure"":""under_pressure""}"
